Label,Length
C12-F08-D20-V20 - 500x.tif,4.719
C12-F08-D20-V20 - 500x.tif,2.743
C12-F08-D20-V20 - 500x.tif,2.194
C12-F08-D20-V20 - 500x.tif,2.194
C12-F08-D20-V20 - 500x.tif,3.469
C12-F08-D20-V20 - 500x.tif,2.743
C12-F08-D20-V20 - 500x.tif,4.388
C12-F08-D20-V20 - 500x.tif,2.743
C12-F08-D20-V20 - 500x.tif,2.743
C12-F08-D20-V20 - 500x.tif,2.743
C12-F08-D20-V20 - 500x.tif,2.743
C12-F08-D20-V20 - 500x.tif,3.956
C12-F08-D20-V20 - 500x.tif,3.469
C12-F08-D20-V20 - 500x.tif,3.993
C12-F08-D20-V20 - 500x.tif,2.954
C12-F08-D20-V20 - 500x.tif,2.194
C12-F08-D20-V20 - 500x.tif,2.954
C12-F08-D20-V20 - 500x.tif,3.199
C12-F08-D20-V20 - 500x.tif,2.954
C12-F08-D20-V20 - 500x.tif,3.337
C12-F08-D20-V20 - 500x.tif,2.743
C12-F08-D20-V20 - 500x.tif,3.337
C12-F08-D20-V20 - 500x.tif,1.978
C12-F08-D20-V20 - 500x.tif,2.797
C12-F08-D20-V20 - 500x.tif,3.337
C12-F08-D20-V20 - 500x.tif,3.103
C12-F08-D20-V20 - 500x.tif,2.954
C12-F08-D20-V20 - 500x.tif,2.327
C12-F08-D20-V20 - 500x.tif,1.978
C12-F08-D20-V20 - 500x.tif,2.194
C12-F08-D20-V20 - 500x.tif,3.956
C12-F08-D20-V20 - 500x.tif,3.993
C12-F08-D20-V20 - 500x.tif,3.512
C12-F08-D20-V20 - 500x.tif,3.840
C12-F08-D20-V20 - 500x.tif,3.879
C12-F08-D20-V20 - 500x.tif,3.680
C12-F08-D20-V20 - 500x.tif,3.199
C12-F08-D20-V20 - 500x.tif,3.956
C12-F08-D20-V20 - 500x.tif,3.680
C12-F08-D20-V20 - 500x.tif,3.469
C12-F08-D20-V20 - 500x.tif,3.840
C12-F08-D20-V20 - 500x.tif,3.512
C12-F08-D20-V20 - 500x.tif,2.954
C12-F08-D20-V20 - 500x.tif,3.956
C12-F08-D20-V20 - 500x.tif,2.743
