Label,Length
C12-F08-D15-V15 - 500x.tif,1.936
C12-F08-D15-V15 - 500x.tif,2.449
C12-F08-D15-V15 - 500x.tif,2.323
C12-F08-D15-V15 - 500x.tif,2.738
C12-F08-D15-V15 - 500x.tif,2.208
C12-F08-D15-V15 - 500x.tif,2.819
C12-F08-D15-V15 - 500x.tif,1.975
C12-F08-D15-V15 - 500x.tif,2.356
C12-F08-D15-V15 - 500x.tif,2.323
C12-F08-D15-V15 - 500x.tif,3.193
C12-F08-D15-V15 - 500x.tif,2.738
C12-F08-D15-V15 - 500x.tif,4.189
C12-F08-D15-V15 - 500x.tif,4.330
C12-F08-D15-V15 - 500x.tif,3.309
C12-F08-D15-V15 - 500x.tif,2.949
C12-F08-D15-V15 - 500x.tif,4.107
C12-F08-D15-V15 - 500x.tif,2.258
C12-F08-D15-V15 - 500x.tif,2.819
C12-F08-D15-V15 - 500x.tif,2.738
C12-F08-D15-V15 - 500x.tif,1.732
C12-F08-D15-V15 - 500x.tif,2.688
C12-F08-D15-V15 - 500x.tif,3.350
C12-F08-D15-V15 - 500x.tif,2.688
C12-F08-D15-V15 - 500x.tif,2.604
C12-F08-D15-V15 - 500x.tif,4.014
C12-F08-D15-V15 - 500x.tif,3.193
C12-F08-D15-V15 - 500x.tif,3.019
C12-F08-D15-V15 - 500x.tif,3.019
C12-F08-D15-V15 - 500x.tif,2.334
C12-F08-D15-V15 - 500x.tif,2.749
C12-F08-D15-V15 - 500x.tif,2.108
C12-F08-D15-V15 - 500x.tif,2.949
C12-F08-D15-V15 - 500x.tif,2.404
C12-F08-D15-V15 - 500x.tif,2.334
C12-F08-D15-V15 - 500x.tif,3.019
C12-F08-D15-V15 - 500x.tif,3.283
C12-F08-D15-V15 - 500x.tif,2.982
C12-F08-D15-V15 - 500x.tif,2.688
C12-F08-D15-V15 - 500x.tif,4.014
C12-F08-D15-V15 - 500x.tif,2.848
C12-F08-D15-V15 - 500x.tif,4.473
C12-F08-D15-V15 - 500x.tif,2.135
C12-F08-D15-V15 - 500x.tif,4.014
C12-F08-D15-V15 - 500x.tif,2.688
C12-F08-D15-V15 - 500x.tif,2.688
