Label,Length
C12-F08-D20-V25 - 500bx.tif,3.202
C12-F08-D20-V25 - 500bx.tif,1.980
C12-F08-D20-V25 - 500bx.tif,2.456
C12-F08-D20-V25 - 500bx.tif,5.940
C12-F08-D20-V25 - 500bx.tif,2.800
C12-F08-D20-V25 - 500bx.tif,2.197
C12-F08-D20-V25 - 500bx.tif,4.973
C12-F08-D20-V25 - 500bx.tif,1.647
C12-F08-D20-V25 - 500bx.tif,1.980
C12-F08-D20-V25 - 500bx.tif,3.883
C12-F08-D20-V25 - 500bx.tif,3.516
C12-F08-D20-V25 - 500bx.tif,4.660
C12-F08-D20-V25 - 500bx.tif,3.516
C12-F08-D20-V25 - 500bx.tif,1.980
C12-F08-D20-V25 - 500bx.tif,2.197
C12-F08-D20-V25 - 500bx.tif,2.800
C12-F08-D20-V25 - 500bx.tif,4.528
C12-F08-D20-V25 - 500bx.tif,2.264
C12-F08-D20-V25 - 500bx.tif,2.957
C12-F08-D20-V25 - 500bx.tif,1.737
C12-F08-D20-V25 - 500bx.tif,5.408
C12-F08-D20-V25 - 500bx.tif,3.684
C12-F08-D20-V25 - 500bx.tif,3.295
C12-F08-D20-V25 - 500bx.tif,2.746
C12-F08-D20-V25 - 500bx.tif,3.844
C12-F08-D20-V25 - 500bx.tif,2.957
C12-F08-D20-V25 - 500bx.tif,3.473
C12-F08-D20-V25 - 500bx.tif,2.456
C12-F08-D20-V25 - 500bx.tif,1.737
C12-F08-D20-V25 - 500bx.tif,1.980
C12-F08-D20-V25 - 500bx.tif,5.063
C12-F08-D20-V25 - 500bx.tif,2.957
C12-F08-D20-V25 - 500bx.tif,2.746
C12-F08-D20-V25 - 500bx.tif,3.960
C12-F08-D20-V25 - 500bx.tif,2.800
C12-F08-D20-V25 - 500bx.tif,4.528
C12-F08-D20-V25 - 500bx.tif,2.800
C12-F08-D20-V25 - 500bx.tif,2.456
C12-F08-D20-V25 - 500bx.tif,4.427
C12-F08-D20-V25 - 500bx.tif,2.746
C12-F08-D20-V25 - 500bx.tif,5.915
C12-F08-D20-V25 - 500bx.tif,4.393
C12-F08-D20-V25 - 500bx.tif,6.428
C12-F08-D20-V25 - 500bx.tif,1.980
C12-F08-D20-V25 - 500bx.tif,7.223
