Label,Length
C12-F02-D20-V20 - 500x.tif,3.507
C12-F02-D20-V20 - 500x.tif,2.191
C12-F02-D20-V20 - 500x.tif,2.949
C12-F02-D20-V20 - 500x.tif,3.331
C12-F02-D20-V20 - 500x.tif,2.449
C12-F02-D20-V20 - 500x.tif,2.738
C12-F02-D20-V20 - 500x.tif,2.738
C12-F02-D20-V20 - 500x.tif,2.738
C12-F02-D20-V20 - 500x.tif,6.595
C12-F02-D20-V20 - 500x.tif,3.949
C12-F02-D20-V20 - 500x.tif,2.949
C12-F02-D20-V20 - 500x.tif,4.415
C12-F02-D20-V20 - 500x.tif,2.738
C12-F02-D20-V20 - 500x.tif,2.191
C12-F02-D20-V20 - 500x.tif,3.193
C12-F02-D20-V20 - 500x.tif,2.949
C12-F02-D20-V20 - 500x.tif,2.323
C12-F02-D20-V20 - 500x.tif,2.738
C12-F02-D20-V20 - 500x.tif,2.449
C12-F02-D20-V20 - 500x.tif,4.415
C12-F02-D20-V20 - 500x.tif,4.929
C12-F02-D20-V20 - 500x.tif,2.738
C12-F02-D20-V20 - 500x.tif,3.098
C12-F02-D20-V20 - 500x.tif,3.507
C12-F02-D20-V20 - 500x.tif,2.449
C12-F02-D20-V20 - 500x.tif,2.738
C12-F02-D20-V20 - 500x.tif,5.049
C12-F02-D20-V20 - 500x.tif,3.098
C12-F02-D20-V20 - 500x.tif,3.674
C12-F02-D20-V20 - 500x.tif,2.738
C12-F02-D20-V20 - 500x.tif,2.191
C12-F02-D20-V20 - 500x.tif,1.732
C12-F02-D20-V20 - 500x.tif,3.098
C12-F02-D20-V20 - 500x.tif,2.449
C12-F02-D20-V20 - 500x.tif,2.449
C12-F02-D20-V20 - 500x.tif,2.738
C12-F02-D20-V20 - 500x.tif,2.738
C12-F02-D20-V20 - 500x.tif,2.258
C12-F02-D20-V20 - 500x.tif,3.464
C12-F02-D20-V20 - 500x.tif,3.949
C12-F02-D20-V20 - 500x.tif,2.258
C12-F02-D20-V20 - 500x.tif,2.792
C12-F02-D20-V20 - 500x.tif,3.464
C12-F02-D20-V20 - 500x.tif,2.258
C12-F02-D20-V20 - 500x.tif,2.323
