Label,Length
C12-F08-D15-V20 - 500bx.tif,1.651
C12-F08-D15-V20 - 500bx.tif,2.188
C12-F08-D15-V20 - 500bx.tif,3.529
C12-F08-D15-V20 - 500bx.tif,2.443
C12-F08-D15-V20 - 500bx.tif,1.629
C12-F08-D15-V20 - 500bx.tif,4.072
C12-F08-D15-V20 - 500bx.tif,2.924
C12-F08-D15-V20 - 500bx.tif,3.302
C12-F08-D15-V20 - 500bx.tif,2.120
C12-F08-D15-V20 - 500bx.tif,1.919
C12-F08-D15-V20 - 500bx.tif,2.188
C12-F08-D15-V20 - 500bx.tif,3.858
C12-F08-D15-V20 - 500bx.tif,3.166
C12-F08-D15-V20 - 500bx.tif,3.434
C12-F08-D15-V20 - 500bx.tif,2.428
C12-F08-D15-V20 - 500bx.tif,2.575
C12-F08-D15-V20 - 500bx.tif,3.539
C12-F08-D15-V20 - 500bx.tif,1.821
C12-F08-D15-V20 - 500bx.tif,1.357
C12-F08-D15-V20 - 500bx.tif,2.172
C12-F08-D15-V20 - 500bx.tif,2.172
C12-F08-D15-V20 - 500bx.tif,2.067
C12-F08-D15-V20 - 500bx.tif,2.428
C12-F08-D15-V20 - 500bx.tif,3.642
C12-F08-D15-V20 - 500bx.tif,1.462
C12-F08-D15-V20 - 500bx.tif,2.120
C12-F08-D15-V20 - 500bx.tif,3.476
C12-F08-D15-V20 - 500bx.tif,2.319
C12-F08-D15-V20 - 500bx.tif,1.462
C12-F08-D15-V20 - 500bx.tif,2.188
C12-F08-D15-V20 - 500bx.tif,2.067
C12-F08-D15-V20 - 500bx.tif,3.915
C12-F08-D15-V20 - 500bx.tif,1.821
C12-F08-D15-V20 - 500bx.tif,1.976
C12-F08-D15-V20 - 500bx.tif,1.919
C12-F08-D15-V20 - 500bx.tif,1.919
C12-F08-D15-V20 - 500bx.tif,2.335
C12-F08-D15-V20 - 500bx.tif,1.357
C12-F08-D15-V20 - 500bx.tif,1.900
C12-F08-D15-V20 - 500bx.tif,2.768
C12-F08-D15-V20 - 500bx.tif,2.303
C12-F08-D15-V20 - 500bx.tif,2.067
C12-F08-D15-V20 - 500bx.tif,2.335
C12-F08-D15-V20 - 500bx.tif,1.957
C12-F08-D15-V20 - 500bx.tif,1.957
